timestamp,distance_raw,signal_strength,temperature,distance_ref
,-0.25113495297465743,2.7244992477580388,-0.6438752003473621,500.0
,-0.24541799861638758,2.7244992477580388,-0.6438752003473621,500.0
,0.7169359850257059,2.7244992477580388,-0.5285453713555797,1000.0
,0.660700210654858,0.535609966260051,-1.2205243453062746,1000.0
,-1.0424342320447018,-1.5232139324316958,0.44022519217539313,100.0
,-0.8515104431656308,-0.5428215997213401,1.2936659267145834,200.0
,-1.0363014645394402,-0.15066466663719794,0.04810377360333281,100.0
,1.6972983748963495,1.548682043394085,0.25569746578854097,1500.0
,1.5911154759487505,0.7643681772258006,0.5786209869655324,1500.0
,-0.8559696675650812,0.5029302218363725,-1.658316376159081,200.0
,0.6778701302441952,-0.346743133179269,-1.5434478664832654,1000.0
,0.6917623293347909,-0.2487038999082335,-0.13642395278351935,1000.0
,1.742902138681978,-0.15066466663719794,-1.3358541742980572,1500.0
,-0.23455578533567475,-0.7715798106870898,-0.5516113371539365,500.0
,0.6459695249250493,-1.0656975105001965,0.001971842006619977,1000.0
,1.606379744085331,-0.5428215997213401,1.4781936531014364,1500.0
,-0.8494142265675985,-1.0656975105001965,-0.15948991858187536,200.0
,-0.27796652542947065,0.600969455107408,1.0630062687310184,500.0
,1.6237973983635268,1.1238453658862644,0.9246104739408799,1500.0
,0.6715814804500984,1.1238453658862644,0.8323466107474534,1000.0
,1.485999741814695,0.17613277759958726,0.3018293973852546,1500.0
,0.6946589195429809,-0.7715798106870898,-1.2205243453062746,1000.0
,-0.2785953904088804,-1.6866126545500884,1.7088533110850013,500.0
,-1.0365491992282987,2.7244992477580388,1.7088533110850013,100.0
,1.6095621820114347,-0.5101418552976617,-0.436281508162154,1500.0
,-0.8577228669016174,-0.4774621108739831,-0.8284029267342143,200.0
,-1.0415229495199934,-1.3598152103133032,1.616589447891574,100.0
,1.6159270578636415,-0.7062203218397327,-1.4742499690881965,1500.0
,-1.0378069291871181,-0.15066466663719794,-0.6208092345490053,100.0
,-0.8423823727069265,-1.5232139324316958,-0.18255588438023218,200.0
